,state_name_1,year,c_code_1,un_region,un_continent,election_type,legislation_type,legislature_status,party_legal_status,party_existance,party_existance_outside_regime,legislature_parties,incumbent_type,collective_leadership,num_leadership_changes,leader_tenure,military_leader,royal_leader,nominal_vs_eff_diff,communist_leader,leader_died,democratic_regime,cabinet_assembly,popular_election,regime_type,transition_to_democracy,transition_to_dictatorship,age_govt,num_transitions_ever
44,Afghanistan,1990.0,700,Southern Asia,Asia,Nonelective,Non‐elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,6,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,62.0,0
45,Afghanistan,1991.0,700,Southern Asia,Asia,Nonelective,Non‐elective legislature,Elected,Multiple parties legally allowed,Multiple parties,One party outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,63.0,0
46,Afghanistan,1992.0,700,Southern Asia,Asia,Nonelective,Non‐elective legislature,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,2,1,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,64.0,0
47,Afghanistan,1993.0,700,Southern Asia,Asia,Nonelective,Non‐elective legislature,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,2,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,65.0,0
48,Afghanistan,1994.0,700,Southern Asia,Asia,Nonelective,Non‐elective legislature,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,66.0,0
49,Afghanistan,1995.0,700,Southern Asia,Asia,Nonelective,Non‐elective legislature,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,67.0,0
50,Afghanistan,1996.0,700,Southern Asia,Asia,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,1,1,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,68.0,0
51,Afghanistan,1997.0,700,Southern Asia,Asia,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,2,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,69.0,0
52,Afghanistan,1998.0,700,Southern Asia,Asia,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,70.0,0
53,Afghanistan,1999.0,700,Southern Asia,Asia,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,71.0,0
54,Afghanistan,2000.0,700,Southern Asia,Asia,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,5,No,No,No,No,Yes,No,No,No,Civilian dictatorship,No,No,72.0,0
55,Afghanistan,2001.0,700,Southern Asia,Asia,Nonelective,No legislature exists,Closed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,3,1,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,73.0,0
56,Afghanistan,2002.0,700,Southern Asia,Asia,Nonelective,No legislature exists,Appointed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,2,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,74.0,0
57,Afghanistan,2003.0,700,Southern Asia,Asia,Nonelective,No legislature exists,Appointed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,3,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,75.0,0
58,Afghanistan,2004.0,700,Southern Asia,Asia,Direct election,No legislature exists,Appointed,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,No legislature or all nonpartisan,Democratic incumbent,No,0,4,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,76.0,0
59,Afghanistan,2005.0,700,Southern Asia,Asia,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,5,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,77.0,0
60,Afghanistan,2006.0,700,Southern Asia,Asia,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,6,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,78.0,0
61,Afghanistan,2007.0,700,Southern Asia,Asia,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,7,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,79.0,0
62,Afghanistan,2008.0,700,Southern Asia,Asia,Direct election,Elective legislature,Elected,Multiple parties legally allowed,Multiple parties,Multiple parties outside regime,Legislature with multiple parties,Democratic incumbent,No,0,8,No,No,No,No,No,No,No,No,Civilian dictatorship,No,No,80.0,0
63,Albania,1946.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,3,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,35.0,0
64,Albania,1947.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,4,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,36.0,0
65,Albania,1948.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,5,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,37.0,0
66,Albania,1949.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,6,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,38.0,0
67,Albania,1950.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,7,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,39.0,0
68,Albania,1951.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,8,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,40.0,0
69,Albania,1952.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,9,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,41.0,0
70,Albania,1953.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,10,Yes,No,No,Yes,No,No,No,No,Military dictatorship,No,No,42.0,0
71,Albania,1954.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,11,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,43.0,0
72,Albania,1955.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,12,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,44.0,0
73,Albania,1956.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,13,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,45.0,0
74,Albania,1957.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,14,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,46.0,0
75,Albania,1958.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,15,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,47.0,0
76,Albania,1959.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,16,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,48.0,0
77,Albania,1960.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,17,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,49.0,0
78,Albania,1961.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,18,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,50.0,0
79,Albania,1962.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,19,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,51.0,0
80,Albania,1963.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,20,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,52.0,0
81,Albania,1964.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,21,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,53.0,0
82,Albania,1965.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,22,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,54.0,0
83,Albania,1966.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,23,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,55.0,0
84,Albania,1967.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,24,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,56.0,0
85,Albania,1968.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,25,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,57.0,0
86,Albania,1969.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,26,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,58.0,0
87,Albania,1970.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,27,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,59.0,0
88,Albania,1971.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,28,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,60.0,0
89,Albania,1972.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,29,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,61.0,0
90,Albania,1973.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,30,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,62.0,0
91,Albania,1974.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,31,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,63.0,0
92,Albania,1975.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,32,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,64.0,0
93,Albania,1976.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,33,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,65.0,0
94,Albania,1977.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,34,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,66.0,0
95,Albania,1978.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,35,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,67.0,0
96,Albania,1979.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,36,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,68.0,0
97,Albania,1980.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,37,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,69.0,0
98,Albania,1981.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,38,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,70.0,0
99,Albania,1982.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,39,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,71.0,0
100,Albania,1983.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,40,Yes,No,Yes,Yes,No,No,No,No,Military dictatorship,No,No,72.0,0
101,Albania,1984.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,41,Yes,No,Yes,Yes,Yes,No,No,No,Military dictatorship,No,No,73.0,0
102,Albania,1985.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,1,1,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,74.0,0
103,Albania,1986.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,2,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,75.0,0
104,Albania,1987.0,339,Southern Europe,Europe,Nonelective,Elective legislature,Elected,Legally single party state,One party,One party outside regime,Only members from regime party,Democratic incumbent,No,0,3,No,No,Yes,Yes,No,No,No,No,Civilian dictatorship,No,No,76.0,0
