,year,c_code_1,state_name_1,majority_religion
112,1991.0,20,Canada,Christianity
113,1992.0,20,Canada,Christianity
114,1993.0,20,Canada,Christianity
115,1994.0,20,Canada,Christianity
116,1995.0,20,CAN,Christianity
117,1996.0,20,Canada,Christianity
118,1997.0,20,Canada,Christianity
119,1998.0,20,Canada,Christianity
120,1999.0,20,Canada,Christianity
121,2000.0,20,CAN,Christianity
122,2001.0,20,Canada,Christianity
123,2002.0,20,Canada,Christianity
124,2003.0,20,Canada,Christianity
125,2004.0,20,Canada,Christianity
126,2005.0,20,CAN,Christianity
127,2006.0,20,Canada,Christianity
128,2007.0,20,Canada,Christianity
129,2008.0,20,Canada,Christianity
130,2009.0,20,Canada,Christianity
131,2010.0,20,CAN,Christianity
132,1945.0,31,Bahamas,Christianity
133,1946.0,31,Bahamas,Christianity
134,1947.0,31,Bahamas,Christianity
135,1948.0,31,Bahamas,Christianity
136,1949.0,31,Bahamas,Christianity
137,1950.0,31,Bahamas,Christianity
138,1951.0,31,Bahamas,Christianity
139,1952.0,31,Bahamas,Christianity
140,1953.0,31,Bahamas,Christianity
141,1954.0,31,Bahamas,Christianity
142,1955.0,31,Bahamas,Christianity
143,1956.0,31,Bahamas,Christianity
144,1957.0,31,Bahamas,Christianity
145,1958.0,31,Bahamas,Christianity
146,1959.0,31,Bahamas,Christianity
147,1960.0,31,Bahamas,Christianity
148,1961.0,31,Bahamas,Christianity
149,1962.0,31,Bahamas,Christianity
150,1963.0,31,Bahamas,Christianity
151,1964.0,31,Bahamas,Christianity
152,1965.0,31,Bahamas,Christianity
153,1966.0,31,Bahamas,Christianity
154,1967.0,31,Bahamas,Christianity
155,1968.0,31,Bahamas,Christianity
156,1969.0,31,Bahamas,Christianity
157,1970.0,31,Bahamas,Christianity
158,1971.0,31,Bahamas,Christianity
159,1972.0,31,Bahamas,Christianity
160,1973.0,31,Bahamas,Christianity
161,1974.0,31,Bahamas,Christianity
162,1975.0,31,BHM,Christianity
163,1976.0,31,Bahamas,Christianity
164,1977.0,31,Bahamas,Christianity
165,1978.0,31,Bahamas,Christianity
166,1979.0,31,Bahamas,Christianity
167,1980.0,31,BHM,Christianity
168,1981.0,31,Bahamas,Christianity
169,1982.0,31,Bahamas,Christianity
170,1983.0,31,Bahamas,Christianity
171,1984.0,31,Bahamas,Christianity
172,1985.0,31,BHM,Christianity
173,1986.0,31,Bahamas,Christianity
174,1987.0,31,Bahamas,Christianity
175,1988.0,31,Bahamas,Christianity
176,1989.0,31,Bahamas,Christianity
177,1990.0,31,BHM,Christianity
178,1991.0,31,Bahamas,Christianity
179,1992.0,31,Bahamas,Christianity
180,1993.0,31,Bahamas,Christianity
181,1994.0,31,Bahamas,Christianity
182,1995.0,31,BHM,Christianity
183,1996.0,31,Bahamas,Christianity
184,1997.0,31,Bahamas,Christianity
185,1998.0,31,Bahamas,Christianity
186,1999.0,31,Bahamas,Christianity
187,2000.0,31,BHM,Christianity
188,2001.0,31,Bahamas,Christianity
189,2002.0,31,Bahamas,Christianity
190,2003.0,31,Bahamas,Christianity
191,2004.0,31,Bahamas,Christianity
192,2005.0,31,BHM,Christianity
193,2006.0,31,Bahamas,Christianity
194,2007.0,31,Bahamas,Christianity
195,2008.0,31,Bahamas,Christianity
196,2009.0,31,Bahamas,Christianity
197,2010.0,31,BHM,Christianity
198,1945.0,40,CUB,Christianity
199,1946.0,40,Cuba,Christianity
200,1947.0,40,Cuba,Christianity
201,1948.0,40,Cuba,Christianity
202,1949.0,40,Cuba,Christianity
203,1950.0,40,CUB,Christianity
204,1951.0,40,Cuba,Christianity
205,1952.0,40,Cuba,Christianity
206,1953.0,40,Cuba,Christianity
207,1954.0,40,Cuba,Christianity
208,1955.0,40,CUB,Christianity
209,1956.0,40,Cuba,Christianity
210,1957.0,40,Cuba,Christianity
211,1958.0,40,Cuba,Christianity
212,1959.0,40,Cuba,Christianity
213,1960.0,40,CUB,Christianity
214,1961.0,40,Cuba,Christianity
215,1962.0,40,Cuba,Christianity
216,1963.0,40,Cuba,Christianity
217,1964.0,40,Cuba,Christianity
218,1965.0,40,CUB,Christianity
219,1966.0,40,Cuba,Christianity
220,1967.0,40,Cuba,Christianity
221,1968.0,40,Cuba,Christianity
222,1969.0,40,Cuba,Christianity
223,1970.0,40,CUB,Christianity
224,1971.0,40,Cuba,Christianity
225,1972.0,40,Cuba,Christianity
226,1973.0,40,Cuba,Christianity
227,1974.0,40,Cuba,Christianity
228,1975.0,40,CUB,Christianity
229,1976.0,40,Cuba,Christianity
230,1977.0,40,Cuba,Christianity
231,1978.0,40,Cuba,Christianity
232,1979.0,40,Cuba,Christianity
233,1980.0,40,CUB,Christianity
234,1981.0,40,Cuba,Christianity
235,1982.0,40,Cuba,Christianity
236,1983.0,40,Cuba,Christianity
237,1984.0,40,Cuba,Christianity
238,1985.0,40,CUB,Christianity
239,1986.0,40,Cuba,Christianity
240,1987.0,40,Cuba,Christianity
241,1988.0,40,Cuba,Christianity
242,1989.0,40,Cuba,Christianity
243,1990.0,40,CUB,Christianity
244,1991.0,40,Cuba,Christianity
245,1992.0,40,Cuba,Christianity
246,1993.0,40,Cuba,Christianity
247,1994.0,40,Cuba,Christianity
248,1995.0,40,CUB,Christianity
249,1996.0,40,Cuba,Christianity
250,1997.0,40,Cuba,Christianity
251,1998.0,40,Cuba,Christianity
252,1999.0,40,Cuba,Christianity
253,2000.0,40,CUB,Christianity
254,2001.0,40,Cuba,Christianity
255,2002.0,40,Cuba,Christianity
256,2003.0,40,Cuba,Christianity
257,2004.0,40,Cuba,Christianity
258,2005.0,40,CUB,Christianity
259,2006.0,40,Cuba,Christianity
260,2007.0,40,Cuba,Christianity
261,2008.0,40,Cuba,Christianity
262,2009.0,40,Cuba,Christianity
263,2010.0,40,CUB,Christianity
264,1945.0,41,HAI,Christianity
265,1946.0,41,Haiti,Christianity
266,1947.0,41,Haiti,Christianity
267,1948.0,41,Haiti,Christianity
268,1949.0,41,Haiti,Christianity
269,1950.0,41,HAI,Christianity
270,1951.0,41,Haiti,Christianity
271,1952.0,41,Haiti,Christianity
272,1953.0,41,Haiti,Christianity
273,1954.0,41,Haiti,Christianity
274,1955.0,41,HAI,Christianity
275,1956.0,41,Haiti,Christianity
276,1957.0,41,Haiti,Christianity
277,1958.0,41,Haiti,Christianity
278,1959.0,41,Haiti,Christianity
279,1960.0,41,HAI,Christianity
280,1961.0,41,Haiti,Christianity
281,1962.0,41,Haiti,Christianity
282,1963.0,41,Haiti,Christianity
283,1964.0,41,Haiti,Christianity
284,1965.0,41,HAI,Christianity
285,1966.0,41,Haiti,Christianity
286,1967.0,41,Haiti,Christianity
287,1968.0,41,Haiti,Christianity
288,1969.0,41,Haiti,Christianity
289,1970.0,41,HAI,Christianity
290,1971.0,41,Haiti,Christianity
291,1972.0,41,Haiti,Christianity
292,1973.0,41,Haiti,Christianity
293,1974.0,41,Haiti,Christianity
294,1975.0,41,HAI,Christianity
295,1976.0,41,Haiti,Christianity
296,1977.0,41,Haiti,Christianity
297,1978.0,41,Haiti,Christianity
298,1979.0,41,Haiti,Christianity
299,1980.0,41,HAI,Christianity
300,1981.0,41,Haiti,Christianity
301,1982.0,41,Haiti,Christianity
302,1983.0,41,Haiti,Christianity
303,1984.0,41,Haiti,Christianity
304,1985.0,41,HAI,Christianity
305,1986.0,41,Haiti,Christianity
306,1987.0,41,Haiti,Christianity
307,1988.0,41,Haiti,Christianity
308,1989.0,41,Haiti,Christianity
309,1990.0,41,HAI,Christianity
310,1991.0,41,Haiti,Christianity
311,1992.0,41,Haiti,Christianity
312,1993.0,41,Haiti,Christianity
313,1994.0,41,Haiti,Christianity
314,1995.0,41,HAI,Christianity
315,1996.0,41,Haiti,Christianity
316,1997.0,41,Haiti,Christianity
317,1998.0,41,Haiti,Christianity
318,1999.0,41,Haiti,Christianity
319,2000.0,41,HAI,Christianity
320,2001.0,41,Haiti,Christianity
321,2002.0,41,Haiti,Christianity
322,2003.0,41,Haiti,Christianity
323,2004.0,41,Haiti,Christianity
324,2005.0,41,HAI,Christianity
325,2006.0,41,Haiti,Christianity
326,2007.0,41,Haiti,Christianity
327,2008.0,41,Haiti,Christianity
328,2009.0,41,Haiti,Christianity
329,2010.0,41,HAI,Christianity
330,1945.0,42,DOM,Christianity
331,1946.0,42,Dominican Republic,Christianity
332,1947.0,42,Dominican Republic,Christianity
333,1948.0,42,Dominican Republic,Christianity
334,1949.0,42,Dominican Republic,Christianity
335,1950.0,42,DOM,Christianity
336,1951.0,42,Dominican Republic,Christianity
337,1952.0,42,Dominican Republic,Christianity
338,1953.0,42,Dominican Republic,Christianity
339,1954.0,42,Dominican Republic,Christianity
340,1955.0,42,DOM,Christianity
341,1956.0,42,Dominican Republic,Christianity
342,1957.0,42,Dominican Republic,Christianity
343,1958.0,42,Dominican Republic,Christianity
344,1959.0,42,Dominican Republic,Christianity
345,1960.0,42,DOM,Christianity
346,1961.0,42,Dominican Republic,Christianity
347,1962.0,42,Dominican Republic,Christianity
348,1963.0,42,Dominican Republic,Christianity
349,1964.0,42,Dominican Republic,Christianity
350,1965.0,42,DOM,Christianity
351,1966.0,42,Dominican Republic,Christianity
352,1967.0,42,Dominican Republic,Christianity
353,1968.0,42,Dominican Republic,Christianity
354,1969.0,42,Dominican Republic,Christianity
355,1970.0,42,DOM,Christianity
356,1971.0,42,Dominican Republic,Christianity
357,1972.0,42,Dominican Republic,Christianity
358,1973.0,42,Dominican Republic,Christianity
359,1974.0,42,Dominican Republic,Christianity
360,1975.0,42,DOM,Christianity
361,1976.0,42,Dominican Republic,Christianity
362,1977.0,42,Dominican Republic,Christianity
363,1978.0,42,Dominican Republic,Christianity
364,1979.0,42,Dominican Republic,Christianity
365,1980.0,42,DOM,Christianity
366,1981.0,42,Dominican Republic,Christianity
367,1982.0,42,Dominican Republic,Christianity
368,1983.0,42,Dominican Republic,Christianity
369,1984.0,42,Dominican Republic,Christianity
370,1985.0,42,DOM,Christianity
371,1986.0,42,Dominican Republic,Christianity
372,1987.0,42,Dominican Republic,Christianity
373,1988.0,42,Dominican Republic,Christianity
374,1989.0,42,Dominican Republic,Christianity
375,1990.0,42,DOM,Christianity
376,1991.0,42,Dominican Republic,Christianity
377,1992.0,42,Dominican Republic,Christianity
378,1993.0,42,Dominican Republic,Christianity
379,1994.0,42,Dominican Republic,Christianity
380,1995.0,42,DOM,Christianity
381,1996.0,42,Dominican Republic,Christianity
382,1997.0,42,Dominican Republic,Christianity
383,1998.0,42,Dominican Republic,Christianity
384,1999.0,42,Dominican Republic,Christianity
385,2000.0,42,DOM,Christianity
386,2001.0,42,Dominican Republic,Christianity
387,2002.0,42,Dominican Republic,Christianity
388,2003.0,42,Dominican Republic,Christianity
389,2004.0,42,Dominican Republic,Christianity
390,2005.0,42,DOM,Christianity
391,2006.0,42,Dominican Republic,Christianity
392,2007.0,42,Dominican Republic,Christianity
393,2008.0,42,Dominican Republic,Christianity
394,2009.0,42,Dominican Republic,Christianity
395,2010.0,42,DOM,Christianity
396,1945.0,51,Jamaica,Christianity
397,1946.0,51,Jamaica,Christianity
398,1947.0,51,Jamaica,Christianity
399,1948.0,51,Jamaica,Christianity
400,1949.0,51,Jamaica,Christianity
401,1950.0,51,Jamaica,Christianity
402,1951.0,51,Jamaica,Christianity
403,1952.0,51,Jamaica,Christianity
404,1953.0,51,Jamaica,Christianity
405,1954.0,51,Jamaica,Christianity
406,1955.0,51,Jamaica,Christianity
407,1956.0,51,Jamaica,Christianity
408,1957.0,51,Jamaica,Christianity
409,1958.0,51,Jamaica,Christianity
410,1959.0,51,Jamaica,Christianity
411,1960.0,51,JAM,Christianity
412,1961.0,51,Jamaica,Christianity
413,1962.0,51,Jamaica,Christianity
414,1963.0,51,Jamaica,Christianity
415,1964.0,51,Jamaica,Christianity
416,1965.0,51,JAM,Christianity
417,1966.0,51,Jamaica,Christianity
418,1967.0,51,Jamaica,Christianity
419,1968.0,51,Jamaica,Christianity
420,1969.0,51,Jamaica,Christianity
421,1970.0,51,JAM,Christianity
422,1971.0,51,Jamaica,Christianity
423,1972.0,51,Jamaica,Christianity
424,1973.0,51,Jamaica,Christianity
425,1974.0,51,Jamaica,Christianity
426,1975.0,51,JAM,Christianity
427,1976.0,51,Jamaica,Christianity
428,1977.0,51,Jamaica,Christianity
429,1978.0,51,Jamaica,Christianity
430,1979.0,51,Jamaica,Christianity
431,1980.0,51,JAM,Christianity
432,1981.0,51,Jamaica,Christianity
433,1982.0,51,Jamaica,Christianity
434,1983.0,51,Jamaica,Christianity
435,1984.0,51,Jamaica,Christianity
436,1985.0,51,JAM,Christianity
437,1986.0,51,Jamaica,Christianity
438,1987.0,51,Jamaica,Christianity
439,1988.0,51,Jamaica,Christianity
440,1989.0,51,Jamaica,Christianity
441,1990.0,51,JAM,Christianity
442,1991.0,51,Jamaica,Christianity
443,1992.0,51,Jamaica,Christianity
444,1993.0,51,Jamaica,Christianity
445,1994.0,51,Jamaica,Christianity
446,1995.0,51,JAM,Christianity
447,1996.0,51,Jamaica,Christianity
448,1997.0,51,Jamaica,Christianity
449,1998.0,51,Jamaica,Christianity
450,1999.0,51,Jamaica,Christianity
451,2000.0,51,JAM,Christianity
452,2001.0,51,Jamaica,Christianity
453,2002.0,51,Jamaica,Christianity
454,2003.0,51,Jamaica,Christianity
455,2004.0,51,Jamaica,Christianity
456,2005.0,51,JAM,Christianity
457,2006.0,51,Jamaica,Christianity
458,2007.0,51,Jamaica,Christianity
459,2008.0,51,Jamaica,Christianity
460,2009.0,51,Jamaica,Christianity
461,2010.0,51,JAM,Christianity
462,1945.0,52,Trinidad and Tobago,Christianity
463,1946.0,52,Trinidad and Tobago,Christianity
464,1947.0,52,Trinidad and Tobago,Christianity
465,1948.0,52,Trinidad and Tobago,Christianity
466,1949.0,52,Trinidad and Tobago,Christianity
467,1950.0,52,Trinidad and Tobago,Christianity
468,1951.0,52,Trinidad and Tobago,Christianity
469,1952.0,52,Trinidad and Tobago,Christianity
470,1953.0,52,Trinidad and Tobago,Christianity
471,1954.0,52,Trinidad and Tobago,Christianity
472,1955.0,52,Trinidad and Tobago,Christianity
473,1956.0,52,Trinidad and Tobago,Christianity
474,1957.0,52,Trinidad and Tobago,Christianity
475,1958.0,52,Trinidad and Tobago,Christianity
476,1959.0,52,Trinidad and Tobago,Christianity
477,1960.0,52,TRI,Christianity
478,1961.0,52,Trinidad and Tobago,Christianity
479,1962.0,52,Trinidad and Tobago,Christianity
480,1963.0,52,Trinidad and Tobago,Christianity
481,1964.0,52,Trinidad and Tobago,Christianity
482,1965.0,52,TRI,Christianity
483,1966.0,52,Trinidad and Tobago,Christianity
484,1967.0,52,Trinidad and Tobago,Christianity
485,1968.0,52,Trinidad and Tobago,Christianity
486,1969.0,52,Trinidad and Tobago,Christianity
487,1970.0,52,TRI,Christianity
488,1971.0,52,Trinidad and Tobago,Christianity
489,1972.0,52,Trinidad and Tobago,Christianity
490,1973.0,52,Trinidad and Tobago,Christianity
491,1974.0,52,Trinidad and Tobago,Christianity
492,1975.0,52,TRI,Christianity
493,1976.0,52,Trinidad and Tobago,Christianity
494,1977.0,52,Trinidad and Tobago,Christianity
495,1978.0,52,Trinidad and Tobago,Christianity
496,1979.0,52,Trinidad and Tobago,Christianity
497,1980.0,52,TRI,Christianity
498,1981.0,52,Trinidad and Tobago,Christianity
499,1982.0,52,Trinidad and Tobago,Christianity
500,1983.0,52,Trinidad and Tobago,Christianity
501,1984.0,52,Trinidad and Tobago,Christianity
502,1985.0,52,TRI,Christianity
503,1986.0,52,Trinidad and Tobago,Christianity
504,1987.0,52,Trinidad and Tobago,Christianity
505,1988.0,52,Trinidad and Tobago,Christianity
506,1989.0,52,Trinidad and Tobago,Christianity
507,1990.0,52,TRI,Christianity
508,1991.0,52,Trinidad and Tobago,Christianity
509,1992.0,52,Trinidad and Tobago,Christianity
510,1993.0,52,Trinidad and Tobago,Christianity
511,1994.0,52,Trinidad and Tobago,Christianity
512,1995.0,52,TRI,Christianity
513,1996.0,52,Trinidad and Tobago,Christianity
514,1997.0,52,Trinidad and Tobago,Christianity
515,1998.0,52,Trinidad and Tobago,Christianity
516,1999.0,52,Trinidad and Tobago,Christianity
517,2000.0,52,TRI,Christianity
518,2001.0,52,Trinidad and Tobago,Christianity
519,2002.0,52,Trinidad and Tobago,Christianity
520,2003.0,52,Trinidad and Tobago,Christianity
521,2004.0,52,Trinidad and Tobago,Christianity
522,2005.0,52,TRI,Christianity
523,2006.0,52,Trinidad and Tobago,Christianity
524,2007.0,52,Trinidad and Tobago,Christianity
525,2008.0,52,Trinidad and Tobago,Christianity
526,2009.0,52,Trinidad and Tobago,Christianity
527,2010.0,52,TRI,Christianity
528,1945.0,53,Barbados,Christianity
529,1946.0,53,Barbados,Christianity
530,1947.0,53,Barbados,Christianity
531,1948.0,53,Barbados,Christianity
532,1949.0,53,Barbados,Christianity
533,1950.0,53,Barbados,Christianity
534,1951.0,53,Barbados,Christianity
535,1952.0,53,Barbados,Christianity
536,1953.0,53,Barbados,Christianity
537,1954.0,53,Barbados,Christianity
538,1955.0,53,Barbados,Christianity
539,1956.0,53,Barbados,Christianity
540,1957.0,53,Barbados,Christianity
541,1958.0,53,Barbados,Christianity
542,1959.0,53,Barbados,Christianity
543,1960.0,53,Barbados,Christianity
544,1961.0,53,Barbados,Christianity
545,1962.0,53,Barbados,Christianity
546,1963.0,53,Barbados,Christianity
547,1964.0,53,Barbados,Christianity
548,1965.0,53,Barbados,Christianity
549,1966.0,53,Barbados,Christianity
550,1967.0,53,Barbados,Christianity
551,1968.0,53,Barbados,Christianity
552,1969.0,53,Barbados,Christianity
553,1970.0,53,BAR,Christianity
554,1971.0,53,Barbados,Christianity
555,1972.0,53,Barbados,Christianity
556,1973.0,53,Barbados,Christianity
557,1974.0,53,Barbados,Christianity
558,1975.0,53,BAR,Christianity
559,1976.0,53,Barbados,Christianity
560,1977.0,53,Barbados,Christianity
561,1978.0,53,Barbados,Christianity
562,1979.0,53,Barbados,Christianity
563,1980.0,53,BAR,Christianity
564,1981.0,53,Barbados,Christianity
565,1982.0,53,Barbados,Christianity
566,1983.0,53,Barbados,Christianity
567,1984.0,53,Barbados,Christianity
568,1985.0,53,BAR,Christianity
569,1986.0,53,Barbados,Christianity
570,1987.0,53,Barbados,Christianity
571,1988.0,53,Barbados,Christianity
572,1989.0,53,Barbados,Christianity
573,1990.0,53,BAR,Christianity
574,1991.0,53,Barbados,Christianity
575,1992.0,53,Barbados,Christianity
576,1993.0,53,Barbados,Christianity
577,1994.0,53,Barbados,Christianity
578,1995.0,53,BAR,Christianity
579,1996.0,53,Barbados,Christianity
580,1997.0,53,Barbados,Christianity
581,1998.0,53,Barbados,Christianity
582,1999.0,53,Barbados,Christianity
583,2000.0,53,BAR,Christianity
584,2001.0,53,Barbados,Christianity
585,2002.0,53,Barbados,Christianity
586,2003.0,53,Barbados,Christianity
587,2004.0,53,Barbados,Christianity
588,2005.0,53,BAR,Christianity
589,2006.0,53,Barbados,Christianity
590,2007.0,53,Barbados,Christianity
591,2008.0,53,Barbados,Christianity
592,2009.0,53,Barbados,Christianity
593,2010.0,53,BAR,Christianity
594,1945.0,54,Dominica,Christianity
595,1946.0,54,Dominica,Christianity
596,1947.0,54,Dominica,Christianity
597,1948.0,54,Dominica,Christianity
598,1949.0,54,Dominica,Christianity
599,1950.0,54,Dominica,Christianity
600,1951.0,54,Dominica,Christianity
601,1952.0,54,Dominica,Christianity
602,1953.0,54,Dominica,Christianity
603,1954.0,54,Dominica,Christianity
604,1955.0,54,Dominica,Christianity
605,1956.0,54,Dominica,Christianity
606,1957.0,54,Dominica,Christianity
607,1958.0,54,Dominica,Christianity
608,1959.0,54,Dominica,Christianity
609,1960.0,54,Dominica,Christianity
610,1961.0,54,Dominica,Christianity
611,1962.0,54,Dominica,Christianity
612,1963.0,54,Dominica,Christianity
613,1964.0,54,Dominica,Christianity
614,1965.0,54,Dominica,Christianity
615,1966.0,54,Dominica,Christianity
616,1967.0,54,Dominica,Christianity
617,1968.0,54,Dominica,Christianity
618,1969.0,54,Dominica,Christianity
619,1970.0,54,Dominica,Christianity
620,1971.0,54,Dominica,Christianity
621,1972.0,54,Dominica,Christianity
622,1973.0,54,Dominica,Christianity
623,1974.0,54,Dominica,Christianity
624,1975.0,54,Dominica,Christianity
625,1976.0,54,Dominica,Christianity
626,1977.0,54,Dominica,Christianity
627,1978.0,54,Dominica,Christianity
628,1979.0,54,Dominica,Christianity
629,1980.0,54,DMA,Christianity
630,1981.0,54,Dominica,Christianity
631,1982.0,54,Dominica,Christianity
632,1983.0,54,Dominica,Christianity
633,1984.0,54,Dominica,Christianity
634,1985.0,54,DMA,Christianity
635,1986.0,54,Dominica,Christianity
636,1987.0,54,Dominica,Christianity
637,1988.0,54,Dominica,Christianity
638,1989.0,54,Dominica,Christianity
639,1990.0,54,DMA,Christianity
640,1991.0,54,Dominica,Christianity
641,1992.0,54,Dominica,Christianity
642,1993.0,54,Dominica,Christianity
643,1994.0,54,Dominica,Christianity
644,1995.0,54,DMA,Christianity
645,1996.0,54,Dominica,Christianity
646,1997.0,54,Dominica,Christianity
647,1998.0,54,Dominica,Christianity
648,1999.0,54,Dominica,Christianity
649,2000.0,54,DMA,Christianity
650,2001.0,54,Dominica,Christianity
651,2002.0,54,Dominica,Christianity
652,2003.0,54,Dominica,Christianity
653,2004.0,54,Dominica,Christianity
654,2005.0,54,DMA,Christianity
655,2006.0,54,Dominica,Christianity
656,2007.0,54,Dominica,Christianity
657,2008.0,54,Dominica,Christianity
658,2009.0,54,Dominica,Christianity
659,2010.0,54,DMA,Christianity
660,1945.0,55,Grenada,Christianity
661,1946.0,55,Grenada,Christianity
662,1947.0,55,Grenada,Christianity
663,1948.0,55,Grenada,Christianity
664,1949.0,55,Grenada,Christianity
665,1950.0,55,Grenada,Christianity
666,1951.0,55,Grenada,Christianity
667,1952.0,55,Grenada,Christianity
668,1953.0,55,Grenada,Christianity
669,1954.0,55,Grenada,Christianity
670,1955.0,55,Grenada,Christianity
671,1956.0,55,Grenada,Christianity
672,1957.0,55,Grenada,Christianity
673,1958.0,55,Grenada,Christianity
674,1959.0,55,Grenada,Christianity
675,1960.0,55,Grenada,Christianity
676,1961.0,55,Grenada,Christianity
677,1962.0,55,Grenada,Christianity
678,1963.0,55,Grenada,Christianity
679,1964.0,55,Grenada,Christianity
680,1965.0,55,Grenada,Christianity
681,1966.0,55,Grenada,Christianity
682,1967.0,55,Grenada,Christianity
683,1968.0,55,Grenada,Christianity
684,1969.0,55,Grenada,Christianity
685,1970.0,55,Grenada,Christianity
686,1971.0,55,Grenada,Christianity
687,1972.0,55,Grenada,Christianity
688,1973.0,55,Grenada,Christianity
689,1974.0,55,Grenada,Christianity
690,1975.0,55,GRN,Christianity
691,1976.0,55,Grenada,Christianity
692,1977.0,55,Grenada,Christianity
693,1978.0,55,Grenada,Christianity
694,1979.0,55,Grenada,Christianity
695,1980.0,55,GRN,Christianity
696,1981.0,55,Grenada,Christianity
697,1982.0,55,Grenada,Christianity
698,1983.0,55,Grenada,Christianity
699,1984.0,55,Grenada,Christianity
700,1985.0,55,GRN,Christianity
701,1986.0,55,Grenada,Christianity
702,1987.0,55,Grenada,Christianity
703,1988.0,55,Grenada,Christianity
704,1989.0,55,Grenada,Christianity
705,1990.0,55,GRN,Christianity
706,1991.0,55,Grenada,Christianity
707,1992.0,55,Grenada,Christianity
708,1993.0,55,Grenada,Christianity
709,1994.0,55,Grenada,Christianity
710,1995.0,55,GRN,Christianity
711,1996.0,55,Grenada,Christianity
